clave,dua,aduana,anio,correlativo,fecha,ruc,agente,partida,canal,n_series,fob,cif,peso_neto,peso_bruto
118-2026-220701-4011101000,118-2026-220701,118,2026,220701,2026-05-10,20112273922,3728,4011101000,VERDE,11,77682.52,82613.73,25290.0,25290.0
118-2026-220867-4011101000,118-2026-220867,118,2026,220867,2026-05-11,20318171701,6496,4011101000,VERDE,42,213242.9,228962.96,93340.0,93340.0
118-2026-221089-4011101000,118-2026-221089,118,2026,221089,2026-05-11,20318171701,8359,4011101000,VERDE,13,51908.5,53159.07,12200.0,12200.0
118-2026-221499-4011101000,118-2026-221499,118,2026,221499,2026-05-11,20606219165,8340,4011101000,VERDE,30,26854.77,29735.33,11117.2,11117.2
118-2026-221802-4011101000,118-2026-221802,118,2026,221802,2026-05-11,20100012856,0221,4011101000,VERDE,17,77698.14,81993.61,19290.0,19290.0
118-2026-222121-4011101000,118-2026-222121,118,2026,222121,2026-05-12,20492565319,7026,4011101000,VERDE,17,45702.68,48670.58,10650.0,10650.0
118-2026-222184-4011101000,118-2026-222184,118,2026,222184,2026-05-12,20318171701,6496,4011101000,VERDE,39,119597.6,131753.44,56350.0,56350.0
118-2026-222205-4011101000,118-2026-222205,118,2026,222205,2026-05-12,20492565319,7026,4011101000,VERDE,21,101477.55,111852.28,32260.0,32260.0
118-2026-222242-4011101000,118-2026-222242,118,2026,222242,2026-05-12,20492565319,7396,4011101000,VERDE,25,37790.12,41197.24,10194.12,10560.0
118-2026-222463-4011101000,118-2026-222463,118,2026,222463,2026-05-12,20140441083,2585,4011101000,VERDE,46,38157.86,41515.22,10450.0,10450.0
118-2026-222766-4011101000,118-2026-222766,118,2026,222766,2026-05-12,20502911385,0177,4011101000,VERDE,26,51582.8,56942.8,23420.0,23420.0
118-2026-223307-4011101000,118-2026-223307,118,2026,223307,2026-05-12,20606219165,8340,4011101000,VERDE,9,28685.98,31572.03,11386.0,11386.0
118-2026-223514-4011101000,118-2026-223514,118,2026,223514,2026-05-12,20318171701,6496,4011101000,VERDE,78,154493.55,157572.3,18543.0,18543.0
118-2026-223527-4011101000,118-2026-223527,118,2026,223527,2026-05-12,20100012856,0221,4011101000,VERDE,7,56831.58,59249.05,13940.0,13940.0
118-2026-223697-4011101000,118-2026-223697,118,2026,223697,2026-05-12,20318171701,6496,4011101000,VERDE,39,201291.29,219250.86,102020.0,102020.0
118-2026-224055-4011101000,118-2026-224055,118,2026,224055,2026-05-13,20140441083,6171,4011101000,VERDE,48,95404.4,107788.99,42085.0,44300.0
118-2026-224304-4011101000,118-2026-224304,118,2026,224304,2026-05-13,20140441083,6171,4011101000,VERDE,36,56167.3,58118.47,8882.5,9350.0
118-2026-224371-4011101000,118-2026-224371,118,2026,224371,2026-05-13,20140441083,6171,4011101000,VERDE,30,57953.26,59807.65,8407.5,8850.0
118-2026-224801-4011101000,118-2026-224801,118,2026,224801,2026-05-13,20606219165,8340,4011101000,VERDE,14,22945.94,25964.77,11440.0,11440.0
118-2026-225469-4011101000,118-2026-225469,118,2026,225469,2026-05-13,20318171701,6496,4011101000,VERDE,18,126125.6,139495.31,56450.0,56450.0
118-2026-226740-4011101000,118-2026-226740,118,2026,226740,2026-05-14,20608482084,7422,4011101000,NARANJA,2,51521.27,54803.65,18140.0,18350.0
118-2026-227135-4011101000,118-2026-227135,118,2026,227135,2026-05-14,20140441083,6171,4011101000,VERDE,23,52558.04,54953.86,10022.5,10550.0
118-2026-227319-4011101000,118-2026-227319,118,2026,227319,2026-05-14,20140441083,6171,4011101000,VERDE,11,47807.7,50693.81,8198.5,8630.0
118-2026-227341-4011101000,118-2026-227341,118,2026,227341,2026-05-14,20608010654,8331,4011101000,NARANJA,40,49832.05,58007.53,20767.0,21670.0
118-2026-228058-4011101000,118-2026-228058,118,2026,228058,2026-05-14,20100012856,0221,4011101000,VERDE,36,55242.48,58092.48,7778.0,7778.0
118-2026-228130-4011101000,118-2026-228130,118,2026,228130,2026-05-14,20506634858,6496,4011101000,VERDE,8,67407.7,72443.9,22740.0,22740.0
118-2026-228531-4011101000,118-2026-228531,118,2026,228531,2026-05-14,20606219165,8340,4011101000,VERDE,19,27330.04,30212.87,11363.94,11363.94
118-2026-228612-4011101000,118-2026-228612,118,2026,228612,2026-05-14,20318171701,6496,4011101000,VERDE,40,83066.45,84564.71,7900.0,7900.0
118-2026-228617-4011101000,118-2026-228617,118,2026,228617,2026-05-14,20318171701,6496,4011101000,VERDE,30,108201.46,117796.33,49030.0,49030.0
118-2026-228723-4011101000,118-2026-228723,118,2026,228723,2026-05-14,20551933041,6658,4011101000,VERDE,3,60690.5,66600.85,20442.5,20772.79
118-2026-228987-4011101000,118-2026-228987,118,2026,228987,2026-05-15,20381499627,4920,4011101000,VERDE,39,162530.7,175771.49,57360.0,57360.0
118-2026-229099-4011101000,118-2026-229099,118,2026,229099,2026-05-15,20492565319,7396,4011101000,VERDE,35,101961.94,107922.98,26174.16,27530.0
118-2026-229217-4011101000,118-2026-229217,118,2026,229217,2026-05-15,20551933041,6658,4011101000,VERDE,16,55692.97,62956.36,18455.2,19080.0
118-2026-229336-4011101000,118-2026-229336,118,2026,229336,2026-05-15,20297970489,3307,4011101000,VERDE,18,27213.4,29991.43,11020.0,11020.0
118-2026-229518-4011101000,118-2026-229518,118,2026,229518,2026-05-15,20318171701,8359,4011101000,VERDE,18,28264.0,30479.23,11580.0,11580.0
118-2026-229684-4011101000,118-2026-229684,118,2026,229684,2026-05-15,20100084768,1225,4011101000,VERDE,22,210176.47,215587.0,51889.08,52720.0
118-2026-229812-4011101000,118-2026-229812,118,2026,229812,2026-05-15,20318171701,8359,4011101000,VERDE,26,132600.1,144762.45,60150.0,60150.0
118-2026-229814-4011101000,118-2026-229814,118,2026,229814,2026-05-15,20608482084,7422,4011101000,NARANJA,4,33100.92,36321.71,12280.0,12380.0
118-2026-229839-4011101000,118-2026-229839,118,2026,229839,2026-05-15,20381499627,4920,4011101000,VERDE,18,101893.0,109453.0,48470.0,48470.0
118-2026-229920-4011101000,118-2026-229920,118,2026,229920,2026-05-15,20318171701,6437,4011101000,VERDE,42,152585.28,168329.4,71980.0,71980.0
118-2026-230463-4011101000,118-2026-230463,118,2026,230463,2026-05-15,20318171701,6437,4011101000,VERDE,47,163913.52,182274.61,75900.0,75900.0
118-2026-231146-4011101000,118-2026-231146,118,2026,231146,2026-05-15,20318171701,6496,4011101000,VERDE,15,125331.3,137490.01,56650.0,56650.0
118-2026-231326-4011101000,118-2026-231326,118,2026,231326,2026-05-15,20522199495,4867,4011101000,ROJO,8,171087.34,188929.99,215348.3,219311.0
118-2026-231708-4011101000,118-2026-231708,118,2026,231708,2026-05-16,20318171701,8359,4011101000,VERDE,24,63921.58,64527.83,10306.22,10306.22
118-2026-231715-4011101000,118-2026-231715,118,2026,231715,2026-05-16,20318171701,8359,4011101000,VERDE,19,37634.5,40137.56,8900.0,8900.0
118-2026-232091-4011101000,118-2026-232091,118,2026,232091,2026-05-16,20464428730,7530,4011101000,VERDE,1,54390.0,57555.85,9785.2,9840.0
118-2026-232725-4011101000,118-2026-232725,118,2026,232725,2026-05-18,20381499627,4920,4011101000,VERDE,18,61525.97,62229.92,9970.0,9970.0
118-2026-232947-4011101000,118-2026-232947,118,2026,232947,2026-05-18,20318171701,6496,4011101000,VERDE,48,178864.06,197232.63,83520.0,83520.0
118-2026-233150-4011101000,118-2026-233150,118,2026,233150,2026-05-18,20167930868,6892,4011101000,VERDE,82,27607.1,30564.16,10450.0,10450.0
118-2026-233238-4011101000,118-2026-233238,118,2026,233238,2026-05-18,20100012856,0221,4011101000,VERDE,7,36241.0,38649.61,8100.0,8100.0
118-2026-233247-4011101000,118-2026-233247,118,2026,233247,2026-05-18,20464428730,7530,4011101000,VERDE,5,26488.2,29154.6,11480.0,11480.0
118-2026-233459-4011101000,118-2026-233459,118,2026,233459,2026-05-18,20100084768,1225,4011101000,VERDE,13,99370.71,101599.93,24802.55,26400.0
118-2026-234405-4011101000,118-2026-234405,118,2026,234405,2026-05-19,20464428730,7530,4011101000,VERDE,86,81380.42,91586.12,31350.0,31350.0
118-2026-234770-4011101000,118-2026-234770,118,2026,234770,2026-05-19,20318171701,8359,4011101000,VERDE,20,50487.2,52553.46,10500.0,10500.0
118-2026-234850-4011101000,118-2026-234850,118,2026,234850,2026-05-19,20318171701,8359,4011101000,VERDE,39,83702.03,87804.78,18380.0,18380.0
118-2026-235998-4011101000,118-2026-235998,118,2026,235998,2026-05-19,20318171701,8359,4011101000,VERDE,25,36771.6,39274.23,8660.0,8660.0
118-2026-236082-4011101000,118-2026-236082,118,2026,236082,2026-05-19,20100012856,0221,4011101000,VERDE,4,70484.57,73106.83,17350.0,17350.0
118-2026-236304-4011101000,118-2026-236304,118,2026,236304,2026-05-19,20492565319,7026,4011101000,VERDE,34,46755.81,49726.07,10630.0,10630.0
118-2026-236435-4011101000,118-2026-236435,118,2026,236435,2026-05-19,20446389328,1874,4011101000,VERDE,8,24447.46,26911.46,11390.5,11990.0
118-2026-236437-4011101000,118-2026-236437,118,2026,236437,2026-05-19,20167930868,6892,4011101000,VERDE,1,26224.76,28838.72,12060.0,12060.0
118-2026-236783-4011101000,118-2026-236783,118,2026,236783,2026-05-19,20537874105,8331,4011101000,VERDE,8,74650.0,80748.75,31844.0,33520.0
118-2026-237286-4011101000,118-2026-237286,118,2026,237286,2026-05-20,20100012856,0221,4011101000,VERDE,21,138568.72,153331.25,44065.71,45830.0
118-2026-237539-4011101000,118-2026-237539,118,2026,237539,2026-05-20,20167930868,6892,4011101000,VERDE,1,26224.76,28838.72,11920.0,11920.0
118-2026-237602-4011101000,118-2026-237602,118,2026,237602,2026-05-20,20606219165,8340,4011101000,VERDE,15,25774.92,28502.24,10850.0,10850.0
118-2026-238416-4011101000,118-2026-238416,118,2026,238416,2026-05-20,20297970489,5866,4011101000,VERDE,27,23241.84,25805.08,11240.0,11240.0
118-2026-239676-4011101000,118-2026-239676,118,2026,239676,2026-05-21,20297970489,3307,4011101000,VERDE,47,170506.7,185922.32,98080.0,98080.0
118-2026-239805-4011101000,118-2026-239805,118,2026,239805,2026-05-21,20318171701,6496,4011101000,VERDE,53,209077.84,227461.51,106810.0,106810.0
118-2026-239830-4011101000,118-2026-239830,118,2026,239830,2026-05-21,20297970489,3307,4011101000,VERDE,13,31620.02,34192.59,10350.0,10350.0
118-2026-239994-4011101000,118-2026-239994,118,2026,239994,2026-05-21,20167930868,6892,4011101000,VERDE,72,28100.5,30807.98,10470.0,10470.0
118-2026-240130-4011101000,118-2026-240130,118,2026,240130,2026-05-21,20100025915,7332,4011101000,VERDE,6,28313.5,31688.2,11900.0,11900.0
118-2026-240629-4011101000,118-2026-240629,118,2026,240629,2026-05-21,20517547434,8331,4011101000,NARANJA,80,99292.76,110242.64,42440.0,42440.0
118-2026-240676-4011101000,118-2026-240676,118,2026,240676,2026-05-21,20100012856,0221,4011101000,VERDE,4,34453.5,37331.3,10360.0,10360.0
118-2026-240847-4011101000,118-2026-240847,118,2026,240847,2026-05-21,20506634858,6496,4011101000,VERDE,20,183695.62,199935.54,88640.0,88640.0
118-2026-240893-4011101000,118-2026-240893,118,2026,240893,2026-05-21,20492565319,7026,4011101000,VERDE,10,26401.63,29045.06,11100.0,11100.0
118-2026-241277-4011101000,118-2026-241277,118,2026,241277,2026-05-22,20502911385,0177,4011101000,VERDE,37,76019.0,83684.0,34620.0,34620.0
118-2026-241308-4011101000,118-2026-241308,118,2026,241308,2026-05-22,20506634858,6496,4011101000,VERDE,89,257359.98,281400.61,122120.0,122120.0
118-2026-241338-4011101000,118-2026-241338,118,2026,241338,2026-05-22,20318171701,8359,4011101000,VERDE,30,51879.39,53936.05,9650.0,9650.0
118-2026-242103-4011101000,118-2026-242103,118,2026,242103,2026-05-22,20297970489,3307,4011101000,VERDE,8,52623.6,57477.8,30500.0,30500.0
118-2026-242465-4011101000,118-2026-242465,118,2026,242465,2026-05-22,20100012856,0221,4011101000,VERDE,1,37063.6,40769.55,11540.0,11540.0
118-2026-242599-4011101000,118-2026-242599,118,2026,242599,2026-05-22,20297970489,3307,4011101000,VERDE,21,28365.44,30934.66,11200.0,11200.0
118-2026-242837-4011101000,118-2026-242837,118,2026,242837,2026-05-22,20297970489,5866,4011101000,VERDE,7,34835.0,37219.84,16580.0,16580.0
118-2026-242925-4011101000,118-2026-242925,118,2026,242925,2026-05-22,20100025915,7332,4011101000,VERDE,15,31993.8,35879.85,11360.0,11360.0
118-2026-243175-4011101000,118-2026-243175,118,2026,243175,2026-05-22,20606219165,8340,4011101000,VERDE,12,27007.04,29718.06,12040.0,12040.0
118-2026-243890-4011101000,118-2026-243890,118,2026,243890,2026-05-22,20603590687,3237,4011101000,VERDE,31,62834.3,69476.81,23890.0,23890.0
118-2026-243920-4011101000,118-2026-243920,118,2026,243920,2026-05-22,20318171701,8359,4011101000,VERDE,14,152010.8,165183.35,66350.0,66350.0
118-2026-243923-4011101000,118-2026-243923,118,2026,243923,2026-05-22,20505592035,3728,4011101000,VERDE,13,32995.42,36185.35,11700.0,11700.0
118-2026-244090-4011101000,118-2026-244090,118,2026,244090,2026-05-23,20318171701,8359,4011101000,VERDE,12,38475.8,41082.33,9800.0,9800.0
118-2026-244299-4011101000,118-2026-244299,118,2026,244299,2026-05-23,20297970489,3307,4011101000,VERDE,5,62337.35,67321.27,30320.0,30320.0
118-2026-244474-4011101000,118-2026-244474,118,2026,244474,2026-05-23,20167930868,6892,4011101000,VERDE,9,28839.99,31729.36,10570.0,10570.0
118-2026-244824-4011101000,118-2026-244824,118,2026,244824,2026-05-23,20603590687,3237,4011101000,VERDE,16,36864.98,40246.35,12900.0,12900.0
118-2026-245134-4011101000,118-2026-245134,118,2026,245134,2026-05-25,20318171701,8359,4011101000,VERDE,12,29133.6,31669.43,10800.0,10800.0
118-2026-245308-4011101000,118-2026-245308,118,2026,245308,2026-05-25,20101130160,5910,4011101000,VERDE,23,78108.19,79981.18,9030.0,9030.0
118-2026-245416-4011101000,118-2026-245416,118,2026,245416,2026-05-25,20167930868,6892,4011101000,VERDE,14,62739.92,65095.5,12360.0,12360.0
118-2026-246169-4011101000,118-2026-246169,118,2026,246169,2026-05-25,20517547434,8331,4011101000,NARANJA,47,49913.7,55093.26,21530.0,21530.0
118-2026-246236-4011101000,118-2026-246236,118,2026,246236,2026-05-25,20318171701,6496,4011101000,VERDE,99,231837.18,241135.51,46640.0,46640.0
118-2026-246272-4011101000,118-2026-246272,118,2026,246272,2026-05-25,20318171701,8359,4011101000,VERDE,20,28322.11,30377.59,10550.0,10550.0
118-2026-246524-4011101000,118-2026-246524,118,2026,246524,2026-05-25,20464428730,7530,4011101000,VERDE,27,26623.93,29603.29,10310.0,10310.0
118-2026-246633-4011101000,118-2026-246633,118,2026,246633,2026-05-25,20167930868,6892,4011101000,VERDE,21,115594.2,117073.07,18450.0,18450.0
118-2026-246818-4011101000,118-2026-246818,118,2026,246818,2026-05-25,20612719030,8331,4011101000,NARANJA,7,37923.46,40643.46,15266.5,16070.0
118-2026-246866-4011101000,118-2026-246866,118,2026,246866,2026-05-25,20100084768,1225,4011101000,VERDE,50,206067.72,210413.2,48515.68,50210.0
118-2026-247440-4011101000,118-2026-247440,118,2026,247440,2026-05-26,20318171701,6496,4011101000,VERDE,43,128668.16,140988.62,53400.0,53400.0
118-2026-247471-4011101000,118-2026-247471,118,2026,247471,2026-05-26,20318171701,8359,4011101000,VERDE,14,35929.5,38393.69,7650.0,7650.0
118-2026-247536-4011101000,118-2026-247536,118,2026,247536,2026-05-26,20318171701,6496,4011101000,VERDE,69,195169.6,209079.25,80500.0,80500.0
118-2026-247613-4011101000,118-2026-247613,118,2026,247613,2026-05-26,20492565319,7026,4011101000,VERDE,28,61826.73,67046.93,21630.0,21630.0
118-2026-247715-4011101000,118-2026-247715,118,2026,247715,2026-05-26,20100012856,0221,4011101000,VERDE,12,46499.15,48761.63,10400.0,10400.0
118-2026-248022-4011101000,118-2026-248022,118,2026,248022,2026-05-26,20318171701,6496,4011101000,VERDE,6,128810.0,141130.53,59654.0,59654.0
118-2026-248110-4011101000,118-2026-248110,118,2026,248110,2026-05-26,20100012856,0221,4011101000,VERDE,20,100036.56,105267.11,23590.0,23590.0
118-2026-248509-4011101000,118-2026-248509,118,2026,248509,2026-05-26,20550856337,8331,4011101000,NARANJA,21,30348.26,33953.49,10516.5,11070.0
118-2026-250163-4011101000,118-2026-250163,118,2026,250163,2026-05-27,20106472310,7530,4011101000,VERDE,35,26556.78,30056.78,10778.86,10790.0
118-2026-250210-4011101000,118-2026-250210,118,2026,250210,2026-05-27,20140441083,2585,4011101000,VERDE,37,56850.44,61003.19,10450.0,10450.0
118-2026-250253-4011101000,118-2026-250253,118,2026,250253,2026-05-27,20610475524,7026,4011101000,NARANJA,23,27146.84,29836.54,10230.0,10230.0
118-2026-250322-4011101000,118-2026-250322,118,2026,250322,2026-05-27,20167930868,6892,4011101000,VERDE,29,107960.86,114074.12,13650.0,13650.0
118-2026-250495-4011101000,118-2026-250495,118,2026,250495,2026-05-27,20254009254,1874,4011101000,VERDE,19,64096.49,69519.78,19409.17,20414.94
118-2026-250564-4011101000,118-2026-250564,118,2026,250564,2026-05-27,20606539909,8331,4011101000,NARANJA,41,51279.34,56824.53,21200.0,21200.0
118-2026-251082-4011101000,118-2026-251082,118,2026,251082,2026-05-27,20464428730,7530,4011101000,VERDE,24,29790.9,32817.76,10621.0,11180.0
118-2026-251218-4011101000,118-2026-251218,118,2026,251218,2026-05-27,20318171701,6496,4011101000,VERDE,22,148958.2,161318.82,69140.0,69140.0
118-2026-251349-4011101000,118-2026-251349,118,2026,251349,2026-05-27,20380130336,6437,4011101000,VERDE,43,59897.9,62460.6,3999.55,4200.0
118-2026-252266-4011101000,118-2026-252266,118,2026,252266,2026-05-28,20318171701,8359,4011101000,VERDE,52,124107.29,141394.57,75794.0,75794.0
118-2026-252581-4011101000,118-2026-252581,118,2026,252581,2026-05-28,20537874105,8331,4011101000,VERDE,8,37307.0,40546.6,16480.0,16480.0
118-2026-253319-4011101000,118-2026-253319,118,2026,253319,2026-05-28,20506634858,6496,4011101000,VERDE,9,85004.86,92401.04,33530.0,33530.0
118-2026-253399-4011101000,118-2026-253399,118,2026,253399,2026-05-28,20101130160,5910,4011101000,VERDE,9,35324.58,38482.58,13810.0,13810.0
118-2026-253492-4011101000,118-2026-253492,118,2026,253492,2026-05-28,20167930868,6892,4011101000,VERDE,7,53686.42,54838.02,10345.27,10360.0
118-2026-253561-4011101000,118-2026-253561,118,2026,253561,2026-05-28,20464428730,7530,4011101000,VERDE,18,62279.73,64530.88,9650.0,9650.0
118-2026-255218-4011101000,118-2026-255218,118,2026,255218,2026-05-29,20101130160,5910,4011101000,VERDE,33,44789.39,46281.88,3110.0,3110.0
118-2026-255273-4011101000,118-2026-255273,118,2026,255273,2026-05-29,20140441083,2585,4011101000,VERDE,43,149277.7,166433.57,67900.0,67900.0
118-2026-255334-4011101000,118-2026-255334,118,2026,255334,2026-05-29,20506634858,6496,4011101000,VERDE,22,86524.36,93921.3,34240.0,34240.0
118-2026-255882-4011101000,118-2026-255882,118,2026,255882,2026-05-29,20492565319,7396,4011101000,VERDE,29,37350.25,40510.59,9831.81,10210.0
118-2026-255887-4011101000,118-2026-255887,118,2026,255887,2026-05-29,20492565319,7396,4011101000,VERDE,65,52300.88,57887.58,19883.5,20480.0
118-2026-255905-4011101000,118-2026-255905,118,2026,255905,2026-05-29,20574716200,1900,4011101000,VERDE,13,30447.33,33407.33,12030.0,12050.0
118-2026-256008-4011101000,118-2026-256008,118,2026,256008,2026-05-29,20492565319,7396,4011101000,VERDE,18,92732.04,98861.52,22377.92,22960.0
118-2026-256042-4011101000,118-2026-256042,118,2026,256042,2026-05-29,20549272585,5794,4011101000,VERDE,32,29209.8,31757.36,13940.0,13940.0
118-2026-256053-4011101000,118-2026-256053,118,2026,256053,2026-05-29,20101130160,5910,4011101000,VERDE,27,30058.09,32708.09,10560.0,10560.0
118-2026-256087-4011101000,118-2026-256087,118,2026,256087,2026-05-29,20101130160,5910,4011101000,VERDE,3,25526.0,28168.19,13470.0,13470.0
118-2026-256128-4011101000,118-2026-256128,118,2026,256128,2026-05-29,20318171701,6437,4011101000,VERDE,34,180071.7,196555.14,84371.0,84371.0
118-2026-256310-4011101000,118-2026-256310,118,2026,256310,2026-05-29,20100012856,0221,4011101000,VERDE,1,37063.6,40369.55,11688.46,13080.0
118-2026-256410-4011101000,118-2026-256410,118,2026,256410,2026-05-29,20100012856,0221,4011101000,VERDE,1,17517.6,19280.36,2720.0,2720.0
118-2026-256599-4011101000,118-2026-256599,118,2026,256599,2026-05-29,20318171701,6437,4011101000,VERDE,22,176045.7,190966.23,74614.9,78060.0
118-2026-256646-4011101000,118-2026-256646,118,2026,256646,2026-05-29,20318171701,6437,4011101000,VERDE,37,194930.2,209860.72,87532.05,90560.0
118-2026-256908-4011101000,118-2026-256908,118,2026,256908,2026-05-29,20100084768,1225,4011101000,VERDE,50,156705.27,159996.51,32260.0,32260.0
118-2026-257328-4011101000,118-2026-257328,118,2026,257328,2026-05-30,20318171701,8359,4011101000,VERDE,23,36238.3,38702.64,9000.0,9000.0
118-2026-257336-4011101000,118-2026-257336,118,2026,257336,2026-05-30,20318171701,8359,4011101000,VERDE,8,144033.0,156361.14,68195.0,68195.0
118-2026-257698-4011101000,118-2026-257698,118,2026,257698,2026-05-30,20606219165,8340,4011101000,VERDE,8,26764.8,29345.09,11420.0,11420.0
118-2026-258254-4011101000,118-2026-258254,118,2026,258254,2026-06-01,20254009254,1874,4011101000,VERDE,57,71292.88,80148.94,27280.2,28650.0
118-2026-258317-4011101000,118-2026-258317,118,2026,258317,2026-06-01,20140441083,2585,4011101000,VERDE,48,59843.28,64040.93,10750.0,10750.0
118-2026-259026-4011101000,118-2026-259026,118,2026,259026,2026-06-01,20318171701,6437,4011101000,VERDE,14,140673.7,153840.58,65050.0,65050.0
118-2026-259220-4011101000,118-2026-259220,118,2026,259220,2026-06-01,20492565319,7026,4011101000,VERDE,17,43762.2,47132.79,10060.0,10060.0
118-2026-261084-4011101000,118-2026-261084,118,2026,261084,2026-06-01,20551933041,6658,4011101000,VERDE,5,62286.84,68121.15,20774.9,21407.66
118-2026-261178-4011101000,118-2026-261178,118,2026,261178,2026-06-01,20318171701,8359,4011101000,VERDE,61,84124.44,85623.23,7000.0,7000.0
118-2026-263019-4011101000,118-2026-263019,118,2026,263019,2026-06-02,20140441083,2585,4011101000,VERDE,54,40905.22,44403.79,10150.0,10150.0
118-2026-263458-4011101000,118-2026-263458,118,2026,263458,2026-06-02,20140441083,2585,4011101000,VERDE,39,127699.0,142676.92,57550.0,57550.0
118-2026-263488-4011101000,118-2026-263488,118,2026,263488,2026-06-02,20140441083,2585,4011101000,VERDE,21,61063.71,67919.66,24500.0,24500.0
118-2026-263603-4011101000,118-2026-263603,118,2026,263603,2026-06-02,20318171701,6496,4011101000,VERDE,16,120423.2,130960.65,53600.0,53600.0
118-2026-263638-4011101000,118-2026-263638,118,2026,263638,2026-06-02,20140441083,2585,4011101000,VERDE,26,62654.19,66394.0,11950.0,11950.0
118-2026-263663-4011101000,118-2026-263663,118,2026,263663,2026-06-02,20318171701,6496,4011101000,VERDE,28,149750.8,161921.72,73450.0,73450.0
118-2026-264580-4011101000,118-2026-264580,118,2026,264580,2026-06-02,20318171701,6496,4011101000,VERDE,33,135404.5,148568.75,61250.0,61250.0
118-2026-265142-4011101000,118-2026-265142,118,2026,265142,2026-06-02,20100025915,7332,4011101000,VERDE,9,26724.98,30075.85,11436.65,11500.0
118-2026-265675-4011101000,118-2026-265675,118,2026,265675,2026-06-03,20140441083,2585,4011101000,VERDE,31,57428.08,63199.04,22700.0,22700.0
118-2026-265690-4011101000,118-2026-265690,118,2026,265690,2026-06-03,20140441083,2585,4011101000,VERDE,3,30614.0,33417.38,15300.0,15300.0
118-2026-266075-4011101000,118-2026-266075,118,2026,266075,2026-06-03,20318171701,8359,4011101000,VERDE,5,27859.07,30674.4,10950.0,10950.0
118-2026-266192-4011101000,118-2026-266192,118,2026,266192,2026-06-03,20318171701,8359,4011101000,VERDE,21,63929.83,69564.59,21600.0,21600.0
118-2026-266349-4011101000,118-2026-266349,118,2026,266349,2026-06-03,20318171701,8359,4011101000,VERDE,38,123289.2,131815.07,29850.0,29850.0
118-2026-266669-4011101000,118-2026-266669,118,2026,266669,2026-06-03,20318171701,6496,4011101000,VERDE,28,118196.9,130637.18,51650.0,51650.0
118-2026-266725-4011101000,118-2026-266725,118,2026,266725,2026-06-03,20318171701,6496,4011101000,VERDE,38,89564.96,99314.59,42900.0,42900.0
118-2026-266832-4011101000,118-2026-266832,118,2026,266832,2026-06-03,20100012856,0221,4011101000,VERDE,14,136951.7,143700.97,34377.53,34377.53
118-2026-266900-4011101000,118-2026-266900,118,2026,266900,2026-06-03,20100012856,0221,4011101000,VERDE,10,114389.67,119235.51,27865.42,27865.42
118-2026-267140-4011101000,118-2026-267140,118,2026,267140,2026-06-03,20112273922,3728,4011101000,VERDE,11,66569.16,71122.55,24652.0,24780.0
118-2026-267696-4011101000,118-2026-267696,118,2026,267696,2026-06-04,20140441083,2585,4011101000,VERDE,42,68191.2,77659.06,32050.0,32050.0
118-2026-267707-4011101000,118-2026-267707,118,2026,267707,2026-06-04,20140441083,2585,4011101000,VERDE,10,25735.7,28596.38,11800.0,11800.0
118-2026-267708-4011101000,118-2026-267708,118,2026,267708,2026-06-04,20140441083,2585,4011101000,VERDE,16,50188.0,55907.31,23000.0,23000.0
118-2026-267771-4011101000,118-2026-267771,118,2026,267771,2026-06-04,20522199495,4867,4011101000,VERDE,8,63647.59,68911.61,48540.0,48540.0
118-2026-268027-4011101000,118-2026-268027,118,2026,268027,2026-06-04,20297970489,3307,4011101000,VERDE,120,113104.9,125921.4,52210.0,52210.0
118-2026-268102-4011101000,118-2026-268102,118,2026,268102,2026-06-04,20297970489,3307,4011101000,VERDE,101,117264.3,130085.08,53800.0,53800.0
118-2026-268185-4011101000,118-2026-268185,118,2026,268185,2026-06-04,20492565319,7396,4011101000,VERDE,42,88674.29,94315.54,21346.5,22470.0
118-2026-268404-4011101000,118-2026-268404,118,2026,268404,2026-06-04,20318171701,8359,4011101000,VERDE,10,92407.34,101578.1,42000.0,42000.0
118-2026-268853-4011101000,118-2026-268853,118,2026,268853,2026-06-04,20381499627,4920,4011101000,VERDE,2,24094.52,26549.19,10310.0,10310.0
118-2026-269196-4011101000,118-2026-269196,118,2026,269196,2026-06-04,20492565319,7026,4011101000,VERDE,12,34511.8,37152.28,15960.0,15960.0
118-2026-269256-4011101000,118-2026-269256,118,2026,269256,2026-06-04,20522199495,4867,4011101000,ROJO,11,111681.24,125813.24,161444.74,164760.0
118-2026-269600-4011101000,118-2026-269600,118,2026,269600,2026-06-05,20381499627,4920,4011101000,VERDE,10,95076.18,102201.54,36850.0,36850.0
118-2026-269632-4011101000,118-2026-269632,118,2026,269632,2026-06-05,20140441083,2585,4011101000,VERDE,1,24915.0,27709.26,12000.0,12000.0
118-2026-269633-4011101000,118-2026-269633,118,2026,269633,2026-06-05,20140441083,2585,4011101000,VERDE,19,60740.64,67591.75,23300.0,23300.0
118-2026-269634-4011101000,118-2026-269634,118,2026,269634,2026-06-05,20140441083,2585,4011101000,VERDE,9,31224.84,34663.21,11850.0,11850.0
118-2026-269635-4011101000,118-2026-269635,118,2026,269635,2026-06-05,20140441083,2585,4011101000,VERDE,5,23832.5,27139.98,10650.0,10650.0
118-2026-269799-4011101000,118-2026-269799,118,2026,269799,2026-06-05,20140441083,2585,4011101000,VERDE,22,26903.4,30056.95,10850.0,10850.0
