clave,dua,aduana,anio,correlativo,fecha,ruc,agente,partida,canal,n_series,fob,cif,peso_neto,peso_bruto
118-2026-376476-4011101000,118-2026-376476,118,2026,376476,2026-07-31,20318171701,8359,4011101000,VERDE,16,36313.4,38777.78,9326.06,9370.0
118-2026-376601-4011101000,118-2026-376601,118,2026,376601,2026-07-31,20140441083,2585,4011101000,VERDE,17,49530.2,60973.15,22700.0,22700.0
118-2026-376905-4011101000,118-2026-376905,118,2026,376905,2026-07-31,20612066605,7657,4011101000,VERDE,35,113708.95,132843.95,37613.21,37869.14
118-2026-376968-4011101000,118-2026-376968,118,2026,376968,2026-07-31,20608969323,7661,4011101000,NARANJA,5,49772.2,56018.78,17000.0,17180.0
118-2026-377071-4011101000,118-2026-377071,118,2026,377071,2026-07-31,20167930868,6892,4011101000,VERDE,27,27409.47,33171.44,10370.0,10370.0
118-2026-377672-4011101000,118-2026-377672,118,2026,377672,2026-07-31,20318171701,8359,4011101000,VERDE,23,123358.21,142629.49,50350.0,50350.0
118-2026-378373-4011101000,118-2026-378373,118,2026,378373,2026-07-31,20606219165,8340,4011101000,VERDE,23,30621.64,36233.5,11957.12,11957.12
118-2026-378997-4011101000,118-2026-378997,118,2026,378997,2026-08-01,20505592035,5901,4011101000,VERDE,5,31280.6,38039.8,11550.0,11550.0
118-2026-379157-4011101000,118-2026-379157,118,2026,379157,2026-08-01,20506634858,9448,4011101000,VERDE,14,92994.92,107253.51,34960.0,36800.0
118-2026-379179-4011101000,118-2026-379179,118,2026,379179,2026-08-01,20506634858,9448,4011101000,VERDE,19,59378.08,69072.6,23313.0,24540.0
118-2026-379488-4011101000,118-2026-379488,118,2026,379488,2026-08-01,20603590687,3237,4011101000,VERDE,32,25048.28,30839.0,10200.0,10200.0
118-2026-379599-4011101000,118-2026-379599,118,2026,379599,2026-08-02,20565482387,7639,4011101000,VERDE,20,10084.55,12061.01,1400.0,1468.0
118-2026-379770-4011101000,118-2026-379770,118,2026,379770,2026-08-03,20318171701,8359,4011101000,VERDE,19,68037.7,68646.01,10500.0,10500.0
118-2026-379921-4011101000,118-2026-379921,118,2026,379921,2026-08-03,20140441083,6171,4011101000,VERDE,21,57149.34,70396.58,22486.5,23670.0
118-2026-380162-4011101000,118-2026-380162,118,2026,380162,2026-08-03,20101130160,5910,4011101000,VERDE,38,44664.3,48114.3,8950.0,8950.0
118-2026-381029-4011101000,118-2026-381029,118,2026,381029,2026-08-03,20100025915,7332,4011101000,VERDE,7,27671.81,34836.88,11940.0,11940.0
118-2026-381157-4011101000,118-2026-381157,118,2026,381157,2026-08-03,20549272585,5794,4011101000,VERDE,24,26589.6,33339.52,12260.0,12260.0
118-2026-381628-4011101000,118-2026-381628,118,2026,381628,2026-08-03,20318171701,6437,4011101000,VERDE,32,95521.1,120581.36,43842.5,46150.0
118-2026-381637-4011101000,118-2026-381637,118,2026,381637,2026-08-03,20318171701,6437,4011101000,VERDE,43,118076.03,140626.31,56164.0,59120.0
118-2026-381919-4011101000,118-2026-381919,118,2026,381919,2026-08-04,20140441083,2585,4011101000,VERDE,7,31864.0,38195.01,12290.0,12290.0
118-2026-383054-4011101000,118-2026-383054,118,2026,383054,2026-08-04,20318171701,8359,4011101000,VERDE,7,30482.1,35309.75,11890.0,11890.0
118-2026-383498-4011101000,118-2026-383498,118,2026,383498,2026-08-04,20522199495,4867,4011101000,VERDE,2,21772.8,26029.51,27346.68,27910.0
118-2026-383591-4011101000,118-2026-383591,118,2026,383591,2026-08-04,20318171701,6437,4011101000,VERDE,43,154823.22,188697.52,67980.0,67980.0
118-2026-383745-4011101000,118-2026-383745,118,2026,383745,2026-08-04,20381499627,4920,4011101000,VERDE,23,67115.55,69366.7,10090.0,10090.0
118-2026-383751-4011101000,118-2026-383751,118,2026,383751,2026-08-04,20318171701,6496,4011101000,VERDE,43,100512.04,120012.02,39850.0,39850.0
118-2026-383760-4011101000,118-2026-383760,118,2026,383760,2026-08-04,20318171701,6496,4011101000,VERDE,44,162976.33,193072.82,64350.0,64350.0
118-2026-384137-4011101000,118-2026-384137,118,2026,384137,2026-08-05,20140441083,2585,4011101000,VERDE,6,27078.66,31113.36,11350.0,11350.0
118-2026-384208-4011101000,118-2026-384208,118,2026,384208,2026-08-05,20537874105,6815,4011101000,VERDE,14,41177.5,47559.16,18060.0,18060.0
118-2026-384552-4011101000,118-2026-384552,118,2026,384552,2026-08-05,20140441083,6171,4011101000,VERDE,40,48795.3,55094.91,18515.5,19490.0
118-2026-384763-4011101000,118-2026-384763,118,2026,384763,2026-08-05,20101130160,5910,4011101000,VERDE,33,32336.49,38286.49,12930.0,12930.0
118-2026-384768-4011101000,118-2026-384768,118,2026,384768,2026-08-05,20100025915,7332,4011101000,VERDE,3,25414.42,32545.63,10160.0,10160.0
118-2026-384787-4011101000,118-2026-384787,118,2026,384787,2026-08-05,20380130336,6437,4011101000,VERDE,35,11731.79,15483.22,879.95,880.0
118-2026-384924-4011101000,118-2026-384924,118,2026,384924,2026-08-05,20318171701,8359,4011101000,VERDE,6,179196.6,203298.2,85200.0,85200.0
118-2026-384932-4011101000,118-2026-384932,118,2026,384932,2026-08-05,20492565319,7026,4011101000,VERDE,53,236341.06,251718.07,58390.0,58390.0
118-2026-384969-4011101000,118-2026-384969,118,2026,384969,2026-08-05,20100025915,7332,4011101000,VERDE,14,28635.24,35814.76,11670.0,11670.0
118-2026-385329-4011101000,118-2026-385329,118,2026,385329,2026-08-05,20296136728,4920,4011101000,VERDE,2,106.98,124.98,3.97,7.77
118-2026-385411-4011101000,118-2026-385411,118,2026,385411,2026-08-05,20318171701,6437,4011101000,VERDE,21,158970.59,192846.97,70062.5,73750.0
118-2026-385745-4011101000,118-2026-385745,118,2026,385745,2026-08-05,20318171701,6437,4011101000,VERDE,30,155920.9,189795.75,70470.0,70470.0
118-2026-385901-4011101000,118-2026-385901,118,2026,385901,2026-08-05,20318171701,6437,4011101000,VERDE,25,150749.6,169364.24,73550.0,73550.0
118-2026-386015-4011101000,118-2026-386015,118,2026,386015,2026-08-05,20100025915,7332,4011101000,VERDE,5,28448.2,34774.92,10350.0,10350.0
118-2026-386644-4011101000,118-2026-386644,118,2026,386644,2026-08-05,20550856337,4867,4011101000,VERDE,5,39228.5,45316.92,19467.4,20492.0
118-2026-387112-4011101000,118-2026-387112,118,2026,387112,2026-08-07,20140441083,2585,4011101000,VERDE,61,144779.4,182571.05,70540.0,70540.0
118-2026-387169-4011101000,118-2026-387169,118,2026,387169,2026-08-07,20381499627,4920,4011101000,VERDE,22,59723.3,72826.63,21950.0,21950.0
118-2026-387292-4011101000,118-2026-387292,118,2026,387292,2026-08-07,20140441083,2585,4011101000,VERDE,23,75323.8,95203.65,36360.0,36360.0
118-2026-387461-4011101000,118-2026-387461,118,2026,387461,2026-08-07,20318171701,8359,4011101000,VERDE,23,42155.7,44647.01,9120.0,9120.0
118-2026-387537-4011101000,118-2026-387537,118,2026,387537,2026-08-07,20522199495,3728,4011101000,VERDE,9,79000.24,93732.95,108706.3,112130.0
118-2026-387932-4011101000,118-2026-387932,118,2026,387932,2026-08-07,20502911385,0177,4011101000,VERDE,23,52885.4,63645.4,23570.0,23570.0
118-2026-387985-4011101000,118-2026-387985,118,2026,387985,2026-08-07,20297970489,3307,4011101000,VERDE,11,83223.0,98143.72,48620.0,48620.0
118-2026-388020-4011101000,118-2026-388020,118,2026,388020,2026-08-07,20297970489,3307,4011101000,VERDE,5,35710.0,40691.78,16520.0,16530.0
118-2026-388124-4011101000,118-2026-388124,118,2026,388124,2026-08-07,20297970489,3307,4011101000,VERDE,32,88918.3,103844.89,47540.0,47540.0
118-2026-388200-4011101000,118-2026-388200,118,2026,388200,2026-08-07,20318171701,6437,4011101000,VERDE,43,194961.07,238830.43,83524.66,87920.7
118-2026-388206-4011101000,118-2026-388206,118,2026,388206,2026-08-07,20318171701,8359,4011101000,VERDE,11,136864.8,160945.23,62300.0,62300.0
118-2026-388347-4011101000,118-2026-388347,118,2026,388347,2026-08-07,20297970489,3307,4011101000,VERDE,15,81044.7,95963.18,45920.0,45920.0
118-2026-388359-4011101000,118-2026-388359,118,2026,388359,2026-08-07,20606219165,8340,4011101000,VERDE,28,23942.71,30126.8,10716.97,10716.97
118-2026-388611-4011101000,118-2026-388611,118,2026,388611,2026-08-07,20559109101,7198,4011101000,VERDE,40,25747.84,32322.95,10013.0,10640.0
118-2026-388700-4011101000,118-2026-388700,118,2026,388700,2026-08-07,20297970489,3307,4011101000,VERDE,15,112423.9,132319.7,65010.0,65010.0
118-2026-388819-4011101000,118-2026-388819,118,2026,388819,2026-08-07,20492565319,7396,4011101000,VERDE,9,26273.85,32721.89,10516.5,10780.0
118-2026-388895-4011101000,118-2026-388895,118,2026,388895,2026-08-07,20318171701,6437,4011101000,VERDE,15,46251.2,57449.91,21232.5,22230.0
118-2026-389268-4011101000,118-2026-389268,118,2026,389268,2026-08-07,20381499627,4920,4011101000,VERDE,12,33048.88,39108.06,10860.0,10860.0
118-2026-389431-4011101000,118-2026-389431,118,2026,389431,2026-08-07,20318171701,6437,4011101000,VERDE,12,144704.1,171289.7,62590.0,62590.0
118-2026-389589-4011101000,118-2026-389589,118,2026,389589,2026-08-07,20318171701,6437,4011101000,VERDE,30,185661.23,225183.77,81120.5,85390.0
118-2026-390094-4011101000,118-2026-390094,118,2026,390094,2026-08-08,20297970489,3307,4011101000,VERDE,33,48416.2,58356.07,21970.0,21970.0
118-2026-390695-4011101000,118-2026-390695,118,2026,390695,2026-08-08,20318171701,6496,4011101000,VERDE,45,164487.67,194585.3,64235.0,64235.0
118-2026-391746-4011101000,118-2026-391746,118,2026,391746,2026-08-08,20318171701,8359,4011101000,VERDE,11,144930.2,169014.67,71800.0,71800.0
118-2026-391812-4011101000,118-2026-391812,118,2026,391812,2026-08-08,20318171701,6437,4011101000,VERDE,38,170613.3,189237.87,76094.05,80099.0
118-2026-392630-4011101000,118-2026-392630,118,2026,392630,2026-08-09,20100012856,4303,4011101000,VERDE,24,99628.21,109489.63,30942.73,30942.73
118-2026-392788-4011101000,118-2026-392788,118,2026,392788,2026-08-10,20100012856,4303,4011101000,VERDE,6,14634.5,16705.01,3852.4,4160.0
118-2026-393174-4011101000,118-2026-393174,118,2026,393174,2026-08-10,20100025915,7332,4011101000,VERDE,8,28772.26,35953.84,11730.0,11730.0
118-2026-394286-4011101000,118-2026-394286,118,2026,394286,2026-08-10,20318171701,8359,4011101000,VERDE,35,168309.39,206212.47,68100.0,68100.0
118-2026-396031-4011101000,118-2026-396031,118,2026,396031,2026-08-11,20318171701,8359,4011101000,VERDE,7,158836.0,182927.42,75800.0,75800.0
118-2026-396120-4011101000,118-2026-396120,118,2026,396120,2026-08-11,20318171701,8359,4011101000,VERDE,6,136531.6,160611.87,59500.0,59500.0
118-2026-396294-4011101000,118-2026-396294,118,2026,396294,2026-08-11,20318171701,6437,4011101000,VERDE,29,98377.9,123439.59,42759.5,45010.0
118-2026-396503-4011101000,118-2026-396503,118,2026,396503,2026-08-11,20254009254,9457,4011101000,VERDE,20,66071.17,79566.55,20800.0,20800.0
118-2026-396536-4011101000,118-2026-396536,118,2026,396536,2026-08-11,20297970489,3307,4011101000,VERDE,7,49454.0,59394.94,26870.0,26870.0
118-2026-396610-4011101000,118-2026-396610,118,2026,396610,2026-08-11,20464428730,7530,4011101000,VERDE,1,49980.0,53428.7,10080.0,10080.0
118-2026-396644-4011101000,118-2026-396644,118,2026,396644,2026-08-11,20318171701,8359,4011101000,VERDE,12,65512.0,68107.04,9400.0,9400.0
118-2026-397371-4011101000,118-2026-397371,118,2026,397371,2026-08-11,20318171701,6437,4011101000,VERDE,52,291470.89,348653.27,118315.14,124542.26
118-2026-397537-4011101000,118-2026-397537,118,2026,397537,2026-08-12,20318171701,6496,4011101000,VERDE,19,131060.7,155138.23,55200.0,55200.0
118-2026-397545-4011101000,118-2026-397545,118,2026,397545,2026-08-12,20140441083,2585,4011101000,VERDE,34,61089.85,64756.19,9750.0,9750.0
118-2026-398204-4011101000,118-2026-398204,118,2026,398204,2026-08-12,20492565319,7026,4011101000,VERDE,20,188545.48,210060.1,46520.0,46520.0
118-2026-398717-4011101000,118-2026-398717,118,2026,398717,2026-08-12,20297970489,3307,4011101000,VERDE,6,95550.0,110483.42,46310.0,46310.0
118-2026-399577-4011101000,118-2026-399577,118,2026,399577,2026-08-12,20318171701,6496,4011101000,VERDE,14,172799.3,196897.7,76100.0,76100.0
118-2026-400664-4011101000,118-2026-400664,118,2026,400664,2026-08-13,20254009254,1874,4011101000,VERDE,8,40893.12,43890.61,16606.95,17400.0
118-2026-400753-4011101000,118-2026-400753,118,2026,400753,2026-08-13,20318171701,6496,4011101000,VERDE,28,158869.5,185462.18,70800.0,70800.0
118-2026-400926-4011101000,118-2026-400926,118,2026,400926,2026-08-13,20381499627,4920,4011101000,VERDE,33,97256.0,109983.1,34780.0,34780.0
118-2026-401321-4011101000,118-2026-401321,118,2026,401321,2026-08-13,20381499627,4920,4011101000,VERDE,13,65492.57,66207.0,10200.0,10200.0
118-2026-402512-4011101000,118-2026-402512,118,2026,402512,2026-08-14,20318171701,8359,4011101000,VERDE,7,37911.0,40517.25,9290.0,9290.0
118-2026-402542-4011101000,118-2026-402542,118,2026,402542,2026-08-14,20318171701,6437,4011101000,VERDE,12,162936.0,187029.47,83870.0,83870.0
118-2026-402553-4011101000,118-2026-402553,118,2026,402553,2026-08-14,20318171701,6496,4011101000,VERDE,25,153259.2,171875.09,71488.0,71488.0
118-2026-402610-4011101000,118-2026-402610,118,2026,402610,2026-08-14,20297970489,5866,4011101000,VERDE,32,25041.54,30011.58,10000.0,10000.0
118-2026-402617-4011101000,118-2026-402617,118,2026,402617,2026-08-14,20297970489,5866,4011101000,VERDE,30,27058.78,32030.84,11320.0,11320.0
118-2026-402645-4011101000,118-2026-402645,118,2026,402645,2026-08-14,20297970489,5866,4011101000,VERDE,16,24359.7,29329.06,11240.0,11240.0
118-2026-402876-4011101000,118-2026-402876,118,2026,402876,2026-08-14,20297970489,5866,4011101000,VERDE,9,32026.0,37003.03,16390.0,16390.0
118-2026-403139-4011101000,118-2026-403139,118,2026,403139,2026-08-14,20492565319,7026,4011101000,VERDE,12,45330.51,50706.46,12760.0,12760.0
118-2026-403253-4011101000,118-2026-403253,118,2026,403253,2026-08-14,20297970489,3307,4011101000,VERDE,19,23717.3,28686.73,11060.0,11060.0
118-2026-403260-4011101000,118-2026-403260,118,2026,403260,2026-08-14,20318171701,8359,4011101000,VERDE,21,190981.4,215088.89,84750.0,84750.0
118-2026-403351-4011101000,118-2026-403351,118,2026,403351,2026-08-14,20492565319,7396,4011101000,VERDE,45,53255.98,66145.46,19541.5,20570.0
118-2026-403503-4011101000,118-2026-403503,118,2026,403503,2026-08-14,20318171701,6437,4011101000,VERDE,38,166768.5,193365.13,76330.0,76330.0
118-2026-403924-4011101000,118-2026-403924,118,2026,403924,2026-08-14,20318171701,6437,4011101000,VERDE,33,133434.3,162115.32,57815.31,60320.0
118-2026-404245-4011101000,118-2026-404245,118,2026,404245,2026-08-14,20318171701,6437,4011101000,VERDE,22,146631.2,173217.77,63180.0,63180.0
118-2026-405000-4011101000,118-2026-405000,118,2026,405000,2026-08-14,20611446307,7521,4011101000,VERDE,31,31155.72,37735.48,14514.2,14514.2
118-2026-405022-4011101000,118-2026-405022,118,2026,405022,2026-08-14,20318171701,6496,4011101000,VERDE,17,186126.3,212732.61,82600.0,82600.0
118-2026-406275-4011101000,118-2026-406275,118,2026,406275,2026-08-15,20297970489,3307,4011101000,ROJO,24,29608.84,34908.34,11070.0,11070.0
118-2026-406590-4011101000,118-2026-406590,118,2026,406590,2026-08-15,20492565319,7026,4011101000,VERDE,14,42090.0,49263.78,10850.0,10850.0
118-2026-406692-4011101000,118-2026-406692,118,2026,406692,2026-08-15,20318171701,6437,4011101000,VERDE,13,70267.56,88311.69,30920.0,30920.0
118-2026-407904-4011101000,118-2026-407904,118,2026,407904,2026-08-17,20318171701,8359,4011101000,VERDE,16,51116.33,54773.87,11468.0,11468.0
118-2026-407957-4011101000,118-2026-407957,118,2026,407957,2026-08-17,20318171701,6496,4011101000,VERDE,22,128336.4,154913.82,55438.0,55438.0
118-2026-408078-4011101000,118-2026-408078,118,2026,408078,2026-08-17,20318171701,6496,4011101000,VERDE,33,180778.5,207382.14,82508.0,82508.0
118-2026-408200-4011101000,118-2026-408200,118,2026,408200,2026-08-17,20318171701,6437,4011101000,VERDE,21,88376.53,106879.94,32690.0,32690.0
118-2026-408262-4011101000,118-2026-408262,118,2026,408262,2026-08-17,20167930868,6892,4011101000,VERDE,80,27593.58,32965.26,10534.92,10590.0
118-2026-408314-4011101000,118-2026-408314,118,2026,408314,2026-08-17,20492565319,7026,4011101000,VERDE,32,42319.5,49493.63,10860.0,10860.0
118-2026-408534-4011101000,118-2026-408534,118,2026,408534,2026-08-17,20167930868,6892,4011101000,VERDE,21,121671.08,123161.53,18270.0,18270.0
118-2026-408626-4011101000,118-2026-408626,118,2026,408626,2026-08-17,20318171701,6437,4011101000,VERDE,28,146176.8,172763.14,63710.0,63710.0
118-2026-408776-4011101000,118-2026-408776,118,2026,408776,2026-08-18,20100012856,4303,4011101000,VERDE,4,47575.64,52726.27,15395.03,15730.0
118-2026-408860-4011101000,118-2026-408860,118,2026,408860,2026-08-18,20140441083,2585,4011101000,VERDE,15,92375.26,113170.88,35600.0,35600.0
118-2026-408867-4011101000,118-2026-408867,118,2026,408867,2026-08-18,20140441083,2585,4011101000,VERDE,59,95513.6,122746.3,44800.0,44800.0
118-2026-409078-4011101000,118-2026-409078,118,2026,409078,2026-08-18,20140441083,6171,4011101000,VERDE,42,41368.8,47833.57,9690.0,10200.0
118-2026-409135-4011101000,118-2026-409135,118,2026,409135,2026-08-18,20167930868,6892,4011101000,VERDE,14,60197.21,63261.23,11110.0,11110.0
118-2026-409139-4011101000,118-2026-409139,118,2026,409139,2026-08-18,20140441083,6171,4011101000,VERDE,15,51231.0,64899.46,21375.0,22500.0
118-2026-409314-4011101000,118-2026-409314,118,2026,409314,2026-08-18,20140441083,6171,4011101000,VERDE,20,28675.4,35114.81,10165.0,10700.0
118-2026-409824-4011101000,118-2026-409824,118,2026,409824,2026-08-18,20606219165,8340,4011101000,VERDE,1,24354.0,29927.06,10800.0,10800.0
118-2026-410472-4011101000,118-2026-410472,118,2026,410472,2026-08-18,20100084768,1225,4011101000,VERDE,58,218757.88,222411.07,46719.78,47990.0
118-2026-410590-4011101000,118-2026-410590,118,2026,410590,2026-08-19,20318171701,6437,4011101000,VERDE,17,172646.7,196745.02,74330.0,74330.0
118-2026-410805-4011101000,118-2026-410805,118,2026,410805,2026-08-19,20140441083,2585,4011101000,VERDE,5,31002.44,38032.4,11800.0,11800.0
118-2026-410825-4011101000,118-2026-410825,118,2026,410825,2026-08-19,20140441083,2585,4011101000,VERDE,32,49933.7,63582.7,23200.0,23200.0
118-2026-410832-4011101000,118-2026-410832,118,2026,410832,2026-08-19,20140441083,6171,4011101000,VERDE,30,27495.66,33944.75,10260.0,10800.0
118-2026-411594-4011101000,118-2026-411594,118,2026,411594,2026-08-19,20606219165,8340,4011101000,VERDE,14,28629.43,34415.31,11025.49,11025.49
118-2026-411638-4011101000,118-2026-411638,118,2026,411638,2026-08-19,20254009254,1874,4011101000,VERDE,40,67383.07,77576.06,17755.5,18690.0
118-2026-411666-4011101000,118-2026-411666,118,2026,411666,2026-08-19,20318171701,8359,4011101000,VERDE,36,52779.81,56439.11,10249.0,10350.0
118-2026-412362-4011101000,118-2026-412362,118,2026,412362,2026-08-19,20100012856,4303,4011101000,VERDE,26,93434.47,96983.98,21955.54,21955.54
118-2026-412375-4011101000,118-2026-412375,118,2026,412375,2026-08-19,20100012856,4303,4011101000,VERDE,14,81866.22,85242.21,19425.77,19681.74
118-2026-412387-4011101000,118-2026-412387,118,2026,412387,2026-08-19,20100012856,4303,4011101000,VERDE,15,87914.28,91380.99,19914.95,19914.95
118-2026-412518-4011101000,118-2026-412518,118,2026,412518,2026-08-20,20140441083,2585,4011101000,VERDE,34,70177.0,90579.65,33310.0,33310.0
118-2026-412532-4011101000,118-2026-412532,118,2026,412532,2026-08-20,20140441083,2585,4011101000,VERDE,16,52549.0,65553.72,21200.0,21200.0
118-2026-412547-4011101000,118-2026-412547,118,2026,412547,2026-08-20,20140441083,2585,4011101000,VERDE,33,146826.6,185823.44,68240.0,68240.0
118-2026-412549-4011101000,118-2026-412549,118,2026,412549,2026-08-20,20140441083,2585,4011101000,VERDE,22,81751.5,101263.26,37600.0,37600.0
118-2026-412995-4011101000,118-2026-412995,118,2026,412995,2026-08-20,20318171701,6496,4011101000,VERDE,30,116943.3,147016.77,55520.0,55520.0
118-2026-413030-4011101000,118-2026-413030,118,2026,413030,2026-08-20,20603590687,3237,4011101000,VERDE,32,46513.24,53910.94,19120.0,19120.0
118-2026-413448-4011101000,118-2026-413448,118,2026,413448,2026-08-20,20106472310,7530,4011101000,VERDE,34,167042.39,198542.39,77970.0,77970.0
118-2026-413583-4011101000,118-2026-413583,118,2026,413583,2026-08-20,20506634858,6496,4011101000,VERDE,35,173735.04,214462.22,83480.0,83480.0
118-2026-413749-4011101000,118-2026-413749,118,2026,413749,2026-08-20,20492565319,7026,4011101000,VERDE,24,46565.0,53744.75,7260.0,7260.0
118-2026-414490-4011101000,118-2026-414490,118,2026,414490,2026-08-21,20100012856,4303,4011101000,VERDE,11,87270.79,89379.85,29210.0,29210.0
118-2026-414516-4011101000,118-2026-414516,118,2026,414516,2026-08-21,20606219165,8340,4011101000,VERDE,20,22040.36,27616.48,10900.0,10900.0
118-2026-414603-4011101000,118-2026-414603,118,2026,414603,2026-08-21,20537874105,6815,4011101000,VERDE,14,34348.0,39763.22,14320.0,14320.0
118-2026-414613-4011101000,118-2026-414613,118,2026,414613,2026-08-21,20112273922,3728,4011101000,VERDE,9,50953.35,56864.04,18354.0,18640.0
118-2026-414949-4011101000,118-2026-414949,118,2026,414949,2026-08-21,20140441083,2585,4011101000,VERDE,52,134425.12,166565.2,55750.0,55750.0
118-2026-414960-4011101000,118-2026-414960,118,2026,414960,2026-08-21,20167930868,6892,4011101000,VERDE,12,60281.7,63345.87,11900.0,11900.0
118-2026-415002-4011101000,118-2026-415002,118,2026,415002,2026-08-21,20140441083,2585,4011101000,VERDE,11,55173.04,68051.75,23200.0,23200.0
118-2026-417959-4011101000,118-2026-417959,118,2026,417959,2026-08-22,20318171701,8359,4011101000,VERDE,24,132285.26,162366.4,53960.0,53960.0
118-2026-417999-4011101000,118-2026-417999,118,2026,417999,2026-08-22,20506634858,6496,4011101000,VERDE,29,109494.73,135614.73,48540.0,48540.0
118-2026-418645-4011101000,118-2026-418645,118,2026,418645,2026-08-24,20606219165,8340,4011101000,VERDE,22,30030.34,34610.43,11653.02,11653.02
118-2026-418752-4011101000,118-2026-418752,118,2026,418752,2026-08-24,20100012856,4303,4011101000,VERDE,13,23638.2,25142.77,3772.18,4830.0
118-2026-418908-4011101000,118-2026-418908,118,2026,418908,2026-08-24,20502911385,0177,4011101000,VERDE,17,51868.6,61028.6,23760.0,23760.0
118-2026-419040-4011101000,118-2026-419040,118,2026,419040,2026-08-24,20297970489,3307,4011101000,VERDE,17,23209.6,28033.51,10600.0,10600.0
118-2026-419324-4011101000,118-2026-419324,118,2026,419324,2026-08-24,20318171701,8359,4011101000,VERDE,31,109497.27,120423.78,24250.0,24250.0
118-2026-419385-4011101000,118-2026-419385,118,2026,419385,2026-08-24,20464428730,7530,4011101000,VERDE,21,66971.18,70250.75,8950.0,8950.0
118-2026-419395-4011101000,118-2026-419395,118,2026,419395,2026-08-24,20318171701,6496,4011101000,VERDE,59,106024.65,130089.66,44420.0,44420.0
118-2026-420329-4011101000,118-2026-420329,118,2026,420329,2026-08-24,20100012856,4303,4011101000,VERDE,10,98649.79,108196.53,29302.44,30690.0
118-2026-420339-4011101000,118-2026-420339,118,2026,420339,2026-08-25,20100012856,4303,4011101000,VERDE,6,94639.7,98207.29,23100.0,23100.0
118-2026-420349-4011101000,118-2026-420349,118,2026,420349,2026-08-25,20100012856,4303,4011101000,VERDE,17,87426.71,90886.11,18870.0,18870.0
118-2026-420396-4011101000,118-2026-420396,118,2026,420396,2026-08-25,20318171701,6437,4011101000,VERDE,37,139043.54,169128.06,62118.64,65388.05
118-2026-423288-4011101000,118-2026-423288,118,2026,423288,2026-08-25,20167930868,6892,4011101000,VERDE,20,516922.27,579055.74,132117.0,132117.0
118-2026-423658-4011101000,118-2026-423658,118,2026,423658,2026-08-25,20517547434,4867,4011101000,VERDE,74,102433.58,121100.88,43880.0,43880.0
118-2026-424301-4011101000,118-2026-424301,118,2026,424301,2026-08-26,20606219165,8340,4011101000,VERDE,12,30046.22,35846.35,12762.42,12762.42
118-2026-424351-4011101000,118-2026-424351,118,2026,424351,2026-08-26,20101130160,5910,4011101000,VERDE,30,39338.3,40908.32,3390.0,3390.0
118-2026-424417-4011101000,118-2026-424417,118,2026,424417,2026-08-26,20608774212,8340,4011101000,VERDE,11,27299.6,33081.49,12807.0,12807.0
118-2026-424584-4011101000,118-2026-424584,118,2026,424584,2026-08-26,20140441083,6171,4011101000,VERDE,7,28511.18,35323.84,11419.0,12020.0
118-2026-424693-4011101000,118-2026-424693,118,2026,424693,2026-08-26,20140441083,6171,4011101000,VERDE,23,29528.4,35972.48,9851.5,10370.0
118-2026-424776-4011101000,118-2026-424776,118,2026,424776,2026-08-26,20608774212,8340,4011101000,VERDE,20,21620.96,27385.82,10760.0,10760.0
118-2026-425502-4011101000,118-2026-425502,118,2026,425502,2026-08-26,20381499627,4920,4011101000,VERDE,19,232634.5,269787.84,99540.0,99540.0
118-2026-425789-4011101000,118-2026-425789,118,2026,425789,2026-08-26,20606219165,8340,4011101000,VERDE,20,28375.96,34171.08,12037.44,12037.44
118-2026-426404-4011101000,118-2026-426404,118,2026,426404,2026-08-27,20112273922,3728,4011101000,VERDE,10,71953.6,77406.26,25542.0,25542.0
118-2026-426982-4011101000,118-2026-426982,118,2026,426982,2026-08-27,20318171701,8359,4011101000,VERDE,44,161310.53,193327.15,64816.4,64816.4
118-2026-427011-4011101000,118-2026-427011,118,2026,427011,2026-08-27,20100025915,7332,4011101000,VERDE,11,32086.1,38342.39,11520.0,11520.0
118-2026-427121-4011101000,118-2026-427121,118,2026,427121,2026-08-27,20611446307,7521,4011101000,VERDE,5,32536.0,37874.04,12000.0,12000.0
118-2026-428231-4011101000,118-2026-428231,118,2026,428231,2026-08-27,20506634858,9448,4011101000,VERDE,39,117804.5,144376.65,52896.0,55680.0
118-2026-428763-4011101000,118-2026-428763,118,2026,428763,2026-08-28,20606219165,8340,4011101000,VERDE,5,27897.64,32781.33,12220.0,12220.0
118-2026-430086-4011101000,118-2026-430086,118,2026,430086,2026-08-28,20297970489,3307,4011101000,VERDE,7,64297.0,74463.23,30510.0,30510.0
118-2026-430814-4011101000,118-2026-430814,118,2026,430814,2026-08-28,20318171701,6496,4011101000,VERDE,15,151119.8,172706.11,63580.0,63580.0
118-2026-431053-4011101000,118-2026-431053,118,2026,431053,2026-08-28,20522199495,4920,4011101000,VERDE,12,26137.48,30771.69,26439.0,26439.0
118-2026-432344-4011101000,118-2026-432344,118,2026,432344,2026-08-29,20380130336,6437,4011101000,VERDE,17,27089.29,30853.99,1843.7,1948.0
118-2026-432418-4011101000,118-2026-432418,118,2026,432418,2026-08-29,20492565319,7396,4011101000,VERDE,44,51378.68,62970.43,19826.5,20870.0
118-2026-433199-4011101000,118-2026-433199,118,2026,433199,2026-08-29,20551933041,6658,4011101000,VERDE,7,27239.0,33294.07,10735.0,10880.0
